,actv_code_type_id,actv_short_len,seq_num,actv_code_type,proj_id,wbs_id,actv_code_type_scope
0,7310,2,0,location,785,,AS_Project
1,7311,2,100,type of work,785,,AS_Project
2,7312,7,200,detailed work,785,,AS_Project
