,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
4811,311612,1863,,692,6359,503444,I2B-Water supply system,,,0.00,57256.00,57255.50,57255.50,CL_Uniform,N,0.999991,,,
4812,311613,1863,,692,6359,503445,I2B-Water supply system,,,0.00,5458.00,5458.00,5458.00,CL_Uniform,N,1,,,
4813,311614,1863,,692,6359,503446,I2B-Water supply system,,,0.00,3172.00,3172.00,3172.00,CL_Uniform,N,1,,,
4814,311615,1863,,692,6359,503447,I2B-Water supply system,,,0.00,1845.00,1845.00,1845.00,CL_Uniform,N,1,,,
4815,311616,1863,,692,6359,503448,I2B-Water supply system,,,0.00,19693.00,19692.50,19692.50,CL_Uniform,N,0.999975,,,
4816,311617,1862,,692,6359,503449,I2B-Surface Water drainage and Sewerage system,,,0.00,10638.00,10637.50,10637.50,CL_Uniform,N,0.999953,,,
4817,311618,1862,,692,6359,503450,I2B-Surface Water drainage and Sewerage system,,,0.00,226248.00,226248.00,226248.00,CL_Uniform,N,1,,,
4818,311619,1862,,692,6359,503451,I2B-Surface Water drainage and Sewerage system,,,0.00,31202.00,31201.50,31201.50,CL_Uniform,N,0.999984,,,
4819,311620,1862,,692,6359,503452,I2B-Surface Water drainage and Sewerage system,,,0.00,5677.00,5676.50,5676.50,CL_Uniform,N,0.999912,,,
4820,311621,1863,,692,6359,503453,I2B-Water supply system,,,0.00,4053.00,4053.00,4053.00,CL_Uniform,N,1,,,
4821,311622,1863,,692,6359,503454,I2B-Water supply system,,,0.00,5563.00,5563.00,5563.00,CL_Uniform,N,1,,,
4822,311623,1863,,692,6359,503455,I2B-Water supply system,,,0.00,586.00,585.50,585.50,CL_Uniform,N,0.999147,,,
4823,311624,1863,,692,6359,503456,I2B-Water supply system,,,0.00,1013.00,1013.00,1013.00,CL_Uniform,N,1,,,
4824,311625,1863,,692,6359,503457,I2B-Water supply system,,,0.00,3780.00,3780.00,3780.00,CL_Uniform,N,1,,,
4825,311626,1863,,692,6359,503458,I2B-Water supply system,,,0.00,47900.00,47899.50,47899.50,CL_Uniform,N,0.99999,,,
4826,311627,1862,,692,6359,503459,I2B-Surface Water drainage and Sewerage system,,,0.00,7089.00,7089.00,7089.00,CL_Uniform,N,1,,,
4827,311628,1862,,692,6359,503460,I2B-Surface Water drainage and Sewerage system,,,0.00,24313.00,24313.00,24313.00,CL_Uniform,N,1,,,
4828,311629,1862,,692,6359,503461,I2B-Surface Water drainage and Sewerage system,,,0.00,2702.00,2701.50,2701.50,CL_Uniform,N,0.999815,,,
4829,311630,1862,,692,6359,503462,I2B-Surface Water drainage and Sewerage system,,,0.00,9880.00,9880.00,9880.00,CL_Uniform,N,1,,,
4830,311631,1863,,692,6359,503463,I2B-Water supply system,,,0.00,12917.00,12917.00,12917.00,CL_Uniform,N,1,,,
4831,311632,1863,,692,6359,503464,I2B-Water supply system,,,0.00,16395.00,16395.00,16395.00,CL_Uniform,N,1,,,
4832,311633,1863,,692,6359,503465,I2B-Water supply system,,,0.00,1543.00,1542.50,1542.50,CL_Uniform,N,0.999676,,,
4833,311634,1863,,692,6359,503466,I2B-Water supply system,,,0.00,3229.00,3229.00,3229.00,CL_Uniform,N,1,,,
4834,311635,1863,,692,6359,503467,I2B-Water supply system,,,0.00,1987.00,1987.00,1987.00,CL_Uniform,N,1,,,
4835,311636,1863,,692,6359,503468,I2B-Water supply system,,,0.00,21276.00,21275.50,21275.50,CL_Uniform,N,0.999976,,,
4836,311637,1860,,692,6359,503469,I2B-Electrical power supply and distribution,,,0.00,21082.00,21081.50,21081.50,CL_Uniform,N,0.999976,,,
4837,311638,1860,,692,6359,503470,I2B-Electrical power supply and distribution,,,0.00,469936.00,469935.50,469935.50,CL_Uniform,N,0.999999,,,
4838,311639,1860,,692,6359,503471,I2B-Electrical power supply and distribution,,,0.00,9037.00,9036.50,9036.50,CL_Uniform,N,0.999945,,,
4839,311640,1860,,692,6359,503472,I2B-Electrical power supply and distribution,,,0.00,46314.00,46313.50,46313.50,CL_Uniform,N,0.999989,,,
4840,311641,1865,,692,6359,503473,I2B-Street lighting,,,0.00,1410.00,1410.00,1410.00,CL_Uniform,N,1,,,
4841,311642,1865,,692,6359,503474,I2B-Street lighting,,,0.00,63509.00,63508.50,63508.50,CL_Uniform,N,0.999992,,,
4842,311643,1865,,692,6359,503475,I2B-Street lighting,,,0.00,20891.00,20891.00,20891.00,CL_Uniform,N,1,,,
4843,311644,1865,,692,6359,503476,I2B-Street lighting,,,0.00,1410.00,1410.00,1410.00,CL_Uniform,N,1,,,
4844,311645,1865,,692,6359,503477,I2B-Street lighting,,,0.00,250521.00,250520.50,250520.50,CL_Uniform,N,0.999998,,,
4845,311646,1865,,692,6359,503478,I2B-Street lighting,,,0.00,14807.00,14806.50,14806.50,CL_Uniform,N,0.999966,,,
4846,311647,1866,,692,6359,503479,I2B-Hard and soft landscaping,,,0.00,425409.00,425409.00,425409.00,CL_Uniform,N,1,,,
4847,311648,1866,,692,6359,503480,I2B-Hard and soft landscaping,,,0.00,1430.00,1430.00,1430.00,CL_Uniform,N,1,,,
4848,311649,1866,,692,6359,503481,I2B-Hard and soft landscaping,,,0.00,250739.00,250738.50,250738.50,CL_Uniform,N,0.999998,,,
4849,311650,1866,,692,6359,503482,I2B-Hard and soft landscaping,,,0.00,42459.00,42459.00,42459.00,CL_Uniform,N,1,,,
