,actv_code_type_id,actv_short_len,seq_num,actv_code_type,proj_id,wbs_id,actv_code_type_scope
0,7250,2,19720,Sub Project,,,AS_Global
1,7251,5,100,Vella No,760,,AS_Project
2,7252,2,0,Phase,760,,AS_Project
3,7253,4,300,Type Of Work,760,,AS_Project
4,7254,2,200,Vella Type,760,,AS_Project
5,7255,2,401,Periority,760,,AS_Project
6,7256,10,500, ,760,,AS_Project
7,7257,7,201,  ss,760,,AS_Project
