,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,day_hr_cnt,week_hr_cnt,month_hr_cnt,year_hr_cnt,clndr_data
0,597,N,Standard 5 Day Workweek,,,2000-04-26 14:11,CA_Base,8,40,172,2000,(0||CalendarData()(    (0||DaysOfWeek()(      (0||1()())      (0||2()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||3()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||4()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||5()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||6()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||7()())))    (0||Exceptions()())))
1,794,Y,7-Day Workweek(TENDER CALENDAR),,,2012-02-29 00:00,CA_Base,8,56,172,2000,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||2()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||3()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||4()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||5()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||6()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))    (0||7()(      (0||0(s|08:00|f|12:00)())      (0||1(s|13:00|f|17:00)())))))  (0||VIEW(ShowTotal|Y)())  (0||Exceptions()(    (0||0(d|36525)())    (0||1(d|36675)())    (0||2(d|36711)())    (0||3(d|36773)())    (0||4(d|36853)())    (0||5(d|36854)())    (0||6(d|36885)())    (0||7(d|36892)())    (0||8(d|37039)())    (0||9(d|37076)())    (0||10(d|37137)())    (0||11(d|37217)())    (0||12(d|37218)())    (0||13(d|37250)())    (0||14(d|37257)())    (0||15(d|37441)())    (0||16(d|37615)())    (0||17(d|37622)())    (0||18(d|37806)())    (0||19(d|37980)())    (0||20(d|37987)())    (0||21(d|38173)())    (0||22(d|38345)())    (0||23(d|38352)())    (0||24(d|38537)())    (0||25(d|38712)())    (0||26(d|38719)())    (0||27(d|38902)())    (0||28(d|39076)())    (0||29(d|39083)())    (0||30(d|39267)())    (0||31(d|39441)())    (0||32(d|39448)())    (0||33(d|39633)())    (0||34(d|39807)())    (0||35(d|39814)())    (0||36(d|39997)())    (0||37(d|40172)())    (0||38(d|40179)())    (0||39(d|40364)())    (0||40(d|40536)())))))
2,3848,N,Gama projects calender,,,2010-08-18 00:00,CA_Base,8,40,172,2000,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|N)())  (0||Exceptions()(    (0||0(d|40430)())    (0||1(d|40498)())    (0||2(d|40499)())    (0||3(d|40500)())))))
3,3897,N,Terminal Building 2 Calendar,3211,3848,,CA_Project,8,40,172,2000,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|N)())  (0||Exceptions()(    (0||0(d|40428)())    (0||1(d|40429)())    (0||2(d|40430)())    (0||3(d|40432)())    (0||4(d|40433)())    (0||5(d|40434)())    (0||6(d|40435)())    (0||7(d|40436)())    (0||8(d|40437)())    (0||9(d|40495)())    (0||10(d|40496)())    (0||11(d|40497)())    (0||12(d|40498)())    (0||13(d|40499)())    (0||14(d|40500)())    (0||15(d|40502)())    (0||16(d|40503)())    (0||17(d|40504)())    (0||18(d|40505)())    (0||19(d|40506)())    (0||20(d|40507)())    (0||21(d|40782)())    (0||22(d|40783)())    (0||23(d|40784)())    (0||24(d|40785)())    (0||25(d|40786)())    (0||26(d|40787)())    (0||27(d|40789)())    (0||28(d|40790)())    (0||29(d|40791)())    (0||30(d|40792)())    (0||31(d|40793)())    (0||32(d|40794)())    (0||33(d|40852)())    (0||34(d|40853)())    (0||35(d|40854)())    (0||36(d|40855)())    (0||37(d|40856)())    (0||38(d|40857)())    (0||39(d|40859)())    (0||40(d|40860)())    (0||41(d|40861)())    (0||42(d|40862)())    (0||43(d|40863)())    (0||44(d|40864)())    (0||45(d|41139)())    (0||46(d|41140)())    (0||47(d|41141)())    (0||48(d|41142)())    (0||49(d|41143)())    (0||50(d|41144)())    (0||51(d|41146)())    (0||52(d|41147)())    (0||53(d|41148)())    (0||54(d|41149)())    (0||55(d|41150)())    (0||56(d|41151)())    (0||57(d|41202)())    (0||58(d|41203)())    (0||59(d|41204)())    (0||60(d|41205)())    (0||61(d|41206)())    (0||62(d|41207)())    (0||63(d|41209)())    (0||64(d|41210)())    (0||65(d|41211)())    (0||66(d|41212)())    (0||67(d|41213)())    (0||68(d|41214)())    (0||69(d|41489)())    (0||70(d|41490)())    (0||71(d|41491)())    (0||72(d|41492)())    (0||73(d|41493)())    (0||74(d|41494)())    (0||75(d|41496)())    (0||76(d|41497)())    (0||77(d|41498)())    (0||78(d|41499)())    (0||79(d|41500)())    (0||80(d|41501)())    (0||81(d|41559)())    (0||82(d|41560)())    (0||83(d|41561)())    (0||84(d|41562)())    (0||85(d|41563)())    (0||86(d|41564)())    (0||87(d|41566)())    (0||88(d|41567)())    (0||89(d|41568)())    (0||90(d|41569)())    (0||91(d|41570)())    (0||92(d|41571)())))))
