,wbs_memo_id,proj_id,memo_type_id,wbs_id,wbs_memo
0,1369,785,2,11698,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
1,1370,785,2,11695,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
2,1371,785,2,11697,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
3,1372,785,2,11699,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
4,1373,785,2,11700,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
5,1374,785,2,11696,<HTML><BODY bgColor=#ffffff><P>Area Division According to Construction Joint</P></BODY></HTML>
