,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
157,11020,806,,,2631,203307,F,,,0.00,48443.43,48443.43,48443.43,CL_Uniform,N,1,,,
158,11021,806,,,2631,203318,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
159,11022,806,,,2631,203231,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
160,11023,806,,,2631,203144,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
161,11024,806,,,2631,197925,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
162,11025,806,,,2631,197917,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
163,11026,806,,,2631,197941,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
164,11027,806,,,2631,197813,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
165,11028,806,,,2631,197789,F,,,0.00,12509.98,1818.18,1818.18,CL_Uniform,N,0.145338,,,
166,11035,806,,,2631,207277,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
167,11036,806,,,2631,207301,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
168,11037,806,,,2631,207289,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
169,11038,806,,,2631,203143,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
170,11039,806,,,2631,203230,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
171,11040,806,,,2631,203317,F,,,0.00,12509.98,12509.98,12509.98,CL_Uniform,N,1,,,
172,11041,807,,,2631,190443,w,,,0.00,394887.63,394887.63,394887.63,CL_Uniform,N,1,,,
173,11043,807,,,2631,208788,w,,,0.00,331457.24,55242.87,55242.87,CL_Uniform,N,0.166667,,,
174,11044,807,,,2631,208789,w,,,0.00,331457.24,55242.87,55242.87,CL_Uniform,N,0.166667,,,
175,11045,807,,,2631,190475,w,,,0.00,394887.63,394887.63,394887.63,CL_Uniform,N,1,,,
176,11047,807,,,2631,208791,w,,,0.00,331457.24,55242.87,55242.87,CL_Uniform,N,0.166667,,,
177,11048,807,,,2631,208792,w,,,0.00,331457.24,55242.87,55242.87,CL_Uniform,N,0.166667,,,
178,11049,807,,,2631,203152,w,,,0.00,87601.86,58401.24,58401.24,CL_Uniform,N,0.666667,,,
179,11050,807,,,2631,203239,W,,,0.00,58401.24,58401.24,58401.24,CL_Uniform,N,1,,,
180,11051,807,,,2631,203326,W,,,0.00,58401.24,58401.24,58401.24,CL_Uniform,N,1,,,
181,11052,807,,,2631,190438,w,,,0.00,222000.65,222000.65,222000.65,CL_Uniform,N,1,,,
182,11053,807,,,2631,190472,W,,,0.00,222000.65,222000.65,222000.65,CL_Uniform,N,1,,,
183,11054,807,,,2631,197748,W,,,0.00,66231.99,66231.99,66231.99,CL_Uniform,N,1,,,
184,11055,807,,,2631,197773,W,,,0.00,66231.99,66231.99,66231.99,CL_Uniform,N,1,,,
185,11056,807,,,2631,197484,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
186,11057,807,,,2631,197488,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
187,11058,807,,,2631,197492,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
188,11059,807,,,2631,197496,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
189,11060,807,,,2631,197500,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
190,11061,807,,,2631,197504,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
191,11062,807,,,2631,197508,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
192,11063,807,,,2631,197512,W,,,0.00,18821.23,18821.23,18821.23,CL_Uniform,N,1,,,
193,11064,807,,,2631,203140,W,,,0.00,28359.61,28359.61,28359.61,CL_Uniform,N,1,,,
194,11065,807,,,2631,203227,W,,,0.00,28359.61,28359.61,28359.61,CL_Uniform,N,1,,,
195,11066,807,,,2631,203314,W,,,0.00,28359.61,28359.61,28359.61,CL_Uniform,N,1,,,
196,11067,807,,,2631,207274,W,,,0.00,86284.27,86284.27,86284.27,CL_Uniform,N,1,,,
197,11068,807,,,2631,207298,W,,,0.00,86284.27,86284.27,86284.27,CL_Uniform,N,1,,,
198,11069,807,,,2631,207286,W,,,0.00,86284.27,86284.27,86284.27,CL_Uniform,N,1,,,
199,11070,807,,,2631,197450,W,,,0.00,603989.88,603989.88,603989.88,CL_Uniform,N,1,,,
200,11072,808,,,2631,197760,G,,,0.00,2482.78,2482.78,2482.78,CL_Uniform,N,1,,,
201,11073,808,,,2631,197485,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
202,11074,808,,,2631,197489,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
203,11075,808,,,2631,197493,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
204,11076,808,,,2631,197497,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
205,11077,808,,,2631,197501,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
206,11078,808,,,2631,197505,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
207,11079,808,,,2631,197509,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
208,11080,808,,,2631,197513,G,,,0.00,2651.11,2651.11,2651.11,CL_Uniform,N,1,,,
209,11081,808,,,2631,197824,G,,,0.00,28530.98,28530.98,28530.98,CL_Uniform,N,1,,,
210,11082,808,,,2631,204060,G,,,0.00,12203.52,12203.52,12203.52,CL_Uniform,N,1,,,
211,11083,808,,,2631,197904,G,,,0.00,5133.89,5133.89,5133.89,CL_Uniform,N,1,,,
212,11685,808,,,2631,209391,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
213,11686,808,,,2631,209388,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
214,11687,808,,,2631,209394,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
215,11688,808,,,2631,209397,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
216,11689,808,,,2631,209400,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
217,11690,808,,,2631,209403,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
218,11691,808,,,2631,209406,G,,,0.00,450.87,450.87,450.87,CL_Uniform,N,1,,,
219,11692,808,,,2631,242891,L,,,0.00,288471.40,288471.40,288471.40,CL_Uniform,N,1,,,
220,11693,808,,,2631,207268,G,,,0.00,14950.01,14950.01,14950.01,CL_Uniform,N,1,,,
221,11694,808,,,2631,207293,G,,,0.00,14950.01,14950.01,14950.01,CL_Uniform,N,1,,,
222,11695,808,,,2631,207281,G,,,0.00,14950.01,14950.01,14950.01,CL_Uniform,N,1,,,
223,11696,808,,,2631,203319,A,,,0.00,9601.81,9601.81,9601.81,CL_Uniform,N,1,,,
224,11697,808,,,2631,203232,C,,,0.00,9601.81,9601.81,9601.81,CL_Uniform,N,1,,,
225,11698,808,,,2631,203145,G,,,0.00,9601.81,9601.81,9601.81,CL_Uniform,N,1,,,
226,11699,808,,,2631,207285,EP,,,0.00,10675.79,16686.34,16686.34,CL_Uniform,N,1.563008,,,
