,wbsrsrc_id,wbs_id,rsrc_id,role_id,proj_id,start_date,end_date,committed_flag,auto_compute_dates_flag,rsrc_request_data
0,113,6923,1770,,620,2007-01-01 08:00,2007-01-02 17:00,Y,N,
