,rsrc_rate_id,rsrc_id,max_qty_per_hr,cost_per_qty,start_date,shift_period_id,cost_per_qty2,cost_per_qty3,cost_per_qty4,cost_per_qty5
0,2363,3218,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
1,2364,3219,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
2,2366,3221,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
3,2367,3222,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
4,2368,3223,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
5,2369,3224,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
6,2371,3226,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
7,2372,3227,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
8,2374,3229,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
9,2375,3230,1,0.00,2014-01-01 00:00,,0.00,0.00,0.00,0.00
