,wbs_id,proj_id,obs_id,seq_num,proj_node_flag,sum_data_flag,status_code,wbs_short_name,wbs_name,phase_id,parent_wbs_id,ev_user_pct,ev_etc_user_value,orig_cost,indep_remain_total_cost,ann_dscnt_rate_pct,dscnt_period_type,indep_remain_work_qty,anticip_start_date,anticip_end_date,ev_compute_type,ev_etc_compute_type,guid,tmpl_guid,plan_open_state
92,35288,6764,540,501,N,N,WS_Open,8,ROOF COLUMNS WORKS,1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,NH77UK93Q7Kv2ZI/LxcOsw,JwYMGTXUu0CmzydLzNxwmg,
93,35289,6764,540,1,N,N,WS_Open,2,TANK #2,1249,35288,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,9FF6Sv1HRrS844GRQ3/uYg,GiYNIIWhzEmqTwjQJNq3aQ,
94,35290,6764,540,0,N,N,WS_Open,1,TANK #1,1249,35288,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,kqmsNrhKTk2JDQP8t3CKlQ,8jMzG/mo3k6lO523r/cIDQ,
95,35291,6764,540,1503,N,N,WS_Open,1,"TANK #2 (ROOF STRUCTURES/PLATES ASSEMBLY WITH TOP ANGLE ,PLATFROMS/STAIRWAYS & INTERNAL PIPING)",1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,4eZY4TyXSH+MaLVV1LUddg,b9weoIgHPE6Al8GNW9M33w,
96,35292,6764,540,1,N,N,WS_Open,1,COMPRESSION RING,1249,35291,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,MgZ1ajvIS4isQ2gpBaLFpQ,RYxBEzVnY061sVZbqzGOuA,
97,35293,6764,540,302,N,N,WS_Open,2,GIRDERS,1249,35291,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,xmv6JPyUQYOcCREAtuCkEw,GnD8A80SFk2qBGWBO7kQYA,
98,35294,6764,540,303,N,N,WS_Open,3,RAFTERS,1249,35291,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,6t7o8QlnTH2M5s3zt5Fr4w,0Zy/Wvb01kym3oGWXmdwGg,
99,35295,6764,540,305,N,N,WS_Open,4,"ROOF PLATES/ROOF MANHOLES(M2,M3) & NOZZLES (N1,N2,PT,N13,N14,V1,V2,N3,LT1,LT2,H)",1249,35291,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ssLmQi3rRLuLFdme7ID9CQ,AXFStmLclk6u1mLV57Y8qA,
100,35296,6764,540,406,N,N,WS_Open,6,PLATFORMS & STAIRWAYS ASSEMBLY,1253,35291,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,8B3JQKhxTaac/3hJjKt1AA,vW3YtjeSzkKWmDOuvpQCXA,
101,35297,6764,540,601,N,N,WS_Open,9,SHELL COURSE#6/WIND GIRDER/NOZZLE (N4) WORKS,1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,VXMX1xOBSXGb5OaexDpUFA,RHfle2WhIE+OuxKr34uuww,
102,35298,6764,540,1,N,N,WS_Open,4,TANK #1-WIND GIRDER,1249,35297,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ewZK1OC9Ro6Ez0CQjNIjKQ,xE+4m2lgL0qu8fL1mX8Ztw,
103,35299,6764,540,102,N,N,WS_Open,12,TANK #2-WIND GIRDER,1249,35297,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,HutLe8JeSkS6plhwGW1mMg,S9BmkDKe0USuWU7FTTG5ZQ,
104,35300,6764,540,0,N,N,WS_Open,1,TANK #1,1249,35297,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,70ciVbvCSA2VvUJYkLpixA,+uGxbJjuiEmX/I61bitc+w,
105,35301,6764,540,2,N,N,WS_Open,2,TANK #2,1249,35297,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SlVnEWyET6a+BspTD0PGlg,KbE/vpMFDkGSHS7lEtsIKg,
106,35302,6764,540,202,N,N,WS_Open,3,RT FOR SHELL COURSE #6 JOINTS,1249,35297,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,inO3xZsyQoGc5T2mTJOP4w,qUPUvLXcUEar1514vIwcLg,
107,35303,6764,540,2,N,N,WS_Open,3,"SHELL COURSE #1/MANHOLE (M1) & NOZZLES(N4,N6,N7,N8,N10)WORKS",1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,+ZyjUeEmTwu77yfoJE06SQ,ugsJKML+RUmTxHYZkt5knw,
108,35304,6764,540,5,N,N,WS_Open,1,TANK #1,1249,35303,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,/2+ZhiVsQKGORVa7pNvXhA,DEAU3vO+DkCjJtIptEsd+w,
109,35305,6764,540,405,N,N,WS_Open,3,RT FOR SHELL COURSE #1 JOINTS,1249,35303,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,dl70nbBdQCCFTOR8ZAtH3A,tds7AKFRgE2nKXpDDrxBcQ,
110,35306,6764,540,105,N,N,WS_Open,2,TANK #2,1249,35303,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,8ZtAqFZuS5G6E+Qq/y5fJQ,ut6kWK6t80ajaphfttCtuQ,
111,35307,6764,540,1,N,N,WS_Open,26,Tank#2,1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,1J+FwwZ+Sp+22e8sumaboA,trnaCUaYjEe20poPPbxfmg,
112,35308,6764,540,2,N,N,WS_Open,1,ANNULAR PLATE WORKS,1249,35307,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,36p8H9VGSVKQVz3LAYsiGQ,5J/pc2yJp0im9Y2vGuej7g,
113,35309,6764,540,3,N,N,WS_Open,2,RT FOR ANNULAR PLATES WELD JOINTS,1249,35307,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,3wMNIJSfQl2KnAJ2teBPlw,nHo9Tw5IDkqBaEXneqMwXw,
114,35310,6764,540,102,N,N,WS_Open,13,BOTTOM PLATE WORKS,1249,35307,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,d52mdZS5SD6kXmHZdj5bkQ,MBFAb0duc0yHpowb35ZRQA,
115,35311,6764,540,1603,N,N,WS_Open,14,MCC,1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,KQ14eqoUQNmODDDhPI+q6w,AEn9Wafts0qqFgdYZm7MKg,
116,35312,6764,540,0,N,N,WS_Open,1,TANK #1,1249,35311,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,3OkBS9q+T+aOmq8cHbGzkw,axA/GdI/TUewa0XaQWLg5Q,
117,35313,6764,540,1,N,N,WS_Open,2,TANK #2,1249,35311,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pI9Qq1oWTKK3I/wGGjAdRg,CHy27Yf0rk2BdS7tzfCOsA,
118,35314,6764,540,3,N,N,WS_Open,4,SHELL COURSE#2 WORKS,1249,35281,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SW+W82jiTMe5C7ykRByPwQ,LhXm1RanHUec1RrUjDLnYw,
119,35315,6764,540,2,N,N,WS_Open,3,RT FOR SHELL COURSE #2 JOINTS,1249,35314,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,CJjwFAhHQeSHSboMwGA0zg,AbdOdThGSE6Xs2+83iNyvQ,
