,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
0,75,123387,3413,,,PO 140,
1,75,123388,3413,,,PO 140,
2,75,123389,3413,,,PO 130,
3,75,123391,3413,,,PO 110,
4,75,123392,3413,,,PO 120,
5,75,123393,3413,,,DD110,
6,75,123395,3413,,,DD100,
7,75,123399,3413,,,DD130,
8,75,123400,3413,,,DD130,
9,75,123401,3413,,,DD120,
10,75,123406,3413,,,Ms 170,
11,75,123407,3413,,,Ms 180,
12,75,123408,3413,,,Ms 120,
13,75,123409,3413,,,Ms 200,
14,75,123411,3413,,,Ms 100,
15,75,123412,3413,,,PET-A170,
16,75,123413,3413,,,PET-A440,
17,75,123419,3413,,,PET-A320,
18,75,123420,3413,,,PET-A220,
19,75,123421,3413,,,PET-A330,
20,75,123422,3413,,,PET-A160,
21,75,123423,3413,,,PET-A360,
22,75,123424,3413,,,PET-A190,
23,75,123425,3413,,,PET-A420,
24,75,123426,3413,,,PET-A400,
25,75,123427,3413,,,PET-A350,
26,75,123431,3413,,,PET-C310,
27,75,123432,3413,,,PET-C340,
28,75,123434,3413,,,PET-C140,
29,75,123435,3413,,,PET-C180,
30,75,123436,3413,,,PET-C210,
31,75,123437,3413,,,PET-C230,
32,75,123438,3413,,,PET-C250,
33,75,123439,3413,,,PET-C320,
34,75,123440,3413,,,PET-C300,
35,75,123441,3413,,,PET-C380,
36,75,123442,3413,,,PET-C410,
37,75,123443,3413,,,PET-C290,
38,75,123445,3413,,,PET-C350,
39,75,123454,3413,,,PET-C330,
40,75,123457,3413,,,PET-C110,
41,75,123458,3413,,,PET-C160,
42,75,123459,3413,,,PET-C200,
43,75,123460,3413,,,PET-C220,
44,75,123461,3413,,,PET-C240,
45,75,123463,3413,,,PET-C390,
46,75,123464,3413,,,PET-C420,
47,75,123465,3413,,,PET-C260,
48,75,123466,3413,,,PET-C360,
49,75,123467,3413,,,PET-C430,
50,75,123468,3413,,,PET-C460,
51,75,123469,3413,,,PET-C480,
52,75,123470,3413,,,PET-C400,
53,75,123472,3413,,,PET-C450,
54,75,123473,3413,,,PET-C440,
55,75,123474,3413,,,PET-C270,
56,75,123476,3413,,,PET-C370,
57,75,123479,3413,,,PET-A280,
58,75,123480,3413,,,PET-A240,
59,75,123481,3413,,,PET-A200,
60,75,123482,3413,,,PET-C470,
61,75,123483,3413,,,PET-A340,
62,75,123484,3413,,,PET-C490,
63,75,123485,3413,,,PET-A210,
64,75,123486,3413,,,PET-A380,
65,75,123487,3413,,,PET-A410,
66,75,123488,3413,,,PET-A290,
67,75,123489,3413,,,PET-A300,
68,75,123490,3413,,,PET-A310,
69,75,123491,3413,,,PET-A180,
70,75,123492,3413,,,PET-A430,
71,75,123496,3413,,,PET-A260,
72,75,123497,3413,,,PET-A270,
73,75,123498,3413,,,PET-A230,
74,75,123499,3413,,,PET-A100,
75,75,123500,3413,,,PET-A130,
76,75,123503,3413,,,SD 240,
77,75,123504,3413,,,SD 270,
78,75,123505,3413,,,SD 290,
79,75,123508,3413,,,SD 170,
80,75,123510,3413,,,SD 180,
81,75,123511,3413,,,SD 260,
82,75,123512,3413,,,SD 250,
83,75,123514,3413,,,SD 150,
84,75,123515,3413,,,SD 190,
85,75,123516,3413,,,SD 230,
86,75,123517,3413,,,SD 140,
87,75,123518,3413,,,SD 160,
88,75,123520,3413,,,SD 130,
89,75,123521,3413,,,SD 120,
90,75,123522,3413,,,SD 210,
91,75,123523,3413,,,SD 110,
92,75,123524,3413,,,SD 300,
93,75,123525,3413,,,SD 200,
94,75,123529,3413,,,SD 100,"
%E"
