,thresh_id,proj_id,obs_id,thresh_parm_id,status_code,priority_type,thresh_type,wbs_id,track_view_id,lo_parm_value,hi_parm_value,window_start,window_end,issue_cnt
0,1184,3413,565,15,TS_Enable,PT_Normal,TM_WBS,18726,,,,,,
