,proj_id,fy_start_month_num,chng_eff_cmp_pct_flag,rsrc_self_add_flag,allow_complete_flag,rsrc_multi_assign_flag,checkout_flag,project_flag,step_complete_flag,cost_qty_recalc_flag,sum_only_flag,batch_sum_flag,name_sep_char,def_complete_pct_type,proj_short_name,acct_id,orig_proj_id,base_type_id,clndr_id,sum_base_proj_id,task_code_base,task_code_step,priority_num,wbs_max_sum_level,risk_level,strgy_priority_num,last_checksum,critical_drtn_hr_cnt,def_cost_per_qty,last_recalc_date,plan_start_date,plan_end_date,scd_end_date,add_date,sum_data_date,last_tasksum_date,fcst_start_date,def_duration_type,task_code_prefix,guid,def_qty_type,add_by_name,web_local_root_path,proj_url,def_rate_type,add_act_remain_flag,act_this_per_link_flag,def_task_type,act_pct_link_flag,critical_path_type,task_code_prefix_flag,def_rollup_dates_flag,use_project_baseline_flag,rem_target_link_flag,reset_planned_flag,allow_neg_act_flag,sum_assign_level,last_fin_dates_id,last_baseline_update_date,loaded_scope_level,export_flag,new_fin_dates_id,next_data_date,close_period_flag,trsrcsum_loaded
0,14517,1,Y,Y,Y,Y,N,Y,N,N,N,Y,.,CP_Drtn,EBCF-4,,,,4047,,1000,10,10,,,,,0,0.00,2007-01-27 00:00,2005-02-21 16:00,2009-04-27 00:00,2009-04-14 17:00,2007-02-01 02:41,,2007-02-01 01:05,,DT_FixedDUR2,ZZ,A4a7B5e+SmePlrn8ShZkiw,QT_Hour,hbe4678,,,COST_PER_QTY,N,N,TT_Task,N,CT_TotFloat,N,Y,N,N,Y,N,SL_Taskrsrc,,,7,Y,,,,
