,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
287,203,139633,769,,273,,
288,203,139634,769,,321,,
289,203,139635,769,,289,,
290,203,139636,769,,294,,
291,203,139637,769,,325,,
292,203,139638,769,,388,,
293,203,139639,769,,388,,
294,203,139640,769,,388,,
295,203,139641,769,,388,,
296,203,139642,769,,388,,
297,203,139643,769,,388,,
298,203,139644,769,,388,,
299,203,139645,769,,393,,
300,203,139646,769,,398,,
301,203,139647,769,,321,,
302,203,139648,769,,402,,
303,203,139649,769,,365,,
304,203,139650,769,,325,,
305,203,139651,769,,330,,
306,203,139652,769,,407,,
307,203,139653,769,,346,,
308,203,139654,769,,351,,
309,203,139655,769,,351,,
310,203,139656,769,,412,,
311,203,139657,769,,317,,
312,203,139658,769,,365,,
313,203,139659,769,,74,,
314,203,139660,769,,106,,
315,203,139661,769,,112,,
316,203,139662,769,,119,,
317,203,139663,769,,156,,
318,203,139664,769,,164,,
319,203,139665,769,,177,,
320,203,139666,769,,185,,
321,203,139667,769,,135,,
322,203,139668,769,,198,,
323,203,139669,769,,141,,
324,203,139670,769,,206,,
325,203,139671,769,,143,,
326,203,139672,769,,219,,
327,203,139673,769,,148,,
328,203,139674,769,,174,,
329,203,139675,769,,190,,
330,203,139676,769,,190,,
331,203,139677,769,,190,,
332,203,139678,769,,227,,
333,203,139679,769,,211,,
334,203,139680,769,,211,,
335,203,139681,769,,211,,
336,203,139682,769,,249,,
337,203,139683,769,,258,,
338,203,139684,769,,198,,
339,203,139685,769,,198,,
340,203,139686,769,,198,,
341,203,139687,769,,198,,
342,203,139688,769,,198,,
343,203,139689,769,,198,,
344,203,139690,769,,241,,
345,203,139691,769,,241,,
346,203,139692,769,,241,,
347,203,139693,769,,200,,
348,203,139694,769,,205,,
349,203,139695,769,,209,,
350,203,139696,769,,219,,
351,203,139697,769,,219,,
352,203,139698,769,,219,,
353,203,139699,769,,219,,
354,203,139700,769,,219,,
355,203,139701,769,,219,,
356,203,139702,769,,262,,
357,203,139703,769,,262,,
358,203,139704,769,,262,,
359,203,139705,769,,270,,
360,203,139706,769,,221,,
361,203,139707,769,,226,,
362,203,139708,769,,212,,
363,203,139709,769,,279,,
364,203,139710,769,,239,,
365,203,139711,769,,249,,
366,203,139712,769,,249,,
367,203,139713,769,,249,,
368,203,139714,769,,249,,
369,203,139715,769,,249,,
370,203,139716,769,,249,,
371,203,139717,769,,283,,
372,203,139718,769,,283,,
373,203,139719,769,,283,,
374,203,139720,769,,242,,
375,203,139721,769,,252,,
376,203,139722,769,,256,,
377,203,139723,769,,260,,
378,203,139724,769,,291,,
379,203,139725,769,,270,,
380,203,139726,769,,270,,
381,203,139727,769,,270,,
382,203,139728,769,,270,,
383,203,139729,769,,270,,
384,203,139730,769,,270,,
385,203,139731,769,,263,,
386,203,139732,769,,295,,
387,203,139733,769,,273,,
388,203,139734,769,,277,,
389,203,139735,769,,315,,
390,203,139736,769,,315,,
391,203,139737,769,,315,,
392,203,139738,769,,281,,
393,203,139739,769,,291,,
394,203,139740,769,,291,,
395,203,139741,769,,291,,
396,203,139742,769,,291,,
397,203,139743,769,,291,,
398,203,139744,769,,291,,
399,203,139745,769,,284,,
400,203,139746,769,,294,,
401,203,139747,769,,311,,
402,203,139748,769,,309,,
403,203,139749,769,,324,,
404,203,139750,769,,324,,
405,203,139751,769,,312,,
406,203,139752,769,,330,,
407,203,139753,769,,316,,
408,203,139754,769,,323,,
409,203,139755,769,,323,,
410,203,139756,769,,323,,
411,203,139757,769,,323,,
412,203,139758,769,,323,,
413,203,139759,769,,323,,
414,203,139760,769,,324,,
415,203,139761,769,,325,,
416,203,139762,769,,325,,
417,203,139763,769,,325,,
418,203,139764,769,,328,,
419,203,139765,769,,326,,
420,203,139766,769,,326,,
421,203,139767,769,,330,,
422,203,139768,769,,330,,
423,203,139769,769,,330,,
424,203,139770,769,,331,,
425,203,139771,769,,333,,
426,203,139772,769,,337,,
427,203,139773,769,,335,,
428,203,139774,769,,353,,
429,203,139775,769,,342,,
430,203,139776,769,,337,,
431,203,139777,769,,217,,
432,203,139778,769,,221,,
