,rsrc_id,role_id,skill_level,role_short_name,role_name,rsrc_short_name,rsrc_name,rsrc_type,rsrc_role_id
0,4454,332,3,DSI,Drake & Scull,DUC,Ductman,RT_Labor,332
1,4455,332,3,DSI,Drake & Scull,ELE,Electrician,RT_Labor,332
2,4456,332,3,DSI,Drake & Scull,PLU,Plumber,RT_Labor,332
3,4457,332,3,DSI,Drake & Scull,PFC,Pipe Fitter - CHW,RT_Labor,332
4,4605,332,3,DSI,Drake & Scull,PFF,Pipe Fitter - FF,RT_Labor,332
