,actv_code_type_id,actv_short_len,seq_num,actv_code_type,proj_id,wbs_id,actv_code_type_scope
0,7240,2,73955,PRIORITY-LVL,,,AS_Global
1,7268,2,0,zone number,764,,AS_Project
2,7269,3,100,villa number,764,,AS_Project
3,7270,2,200,Work Category,764,,AS_Project
4,7271,2,300,concrete type,764,,AS_Project
