,curv_id,curv_name,default_flag,pct_usage_0,pct_usage_1,pct_usage_2,pct_usage_3,pct_usage_4,pct_usage_5,pct_usage_6,pct_usage_7,pct_usage_8,pct_usage_9,pct_usage_10,pct_usage_11,pct_usage_12,pct_usage_13,pct_usage_14,pct_usage_15,pct_usage_16,pct_usage_17,pct_usage_18,pct_usage_19,pct_usage_20
0,12,Front Loaded,Y,0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
1,13,Linear,Y,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,63,At Start,N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,  ,N,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76, 4 ,N,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
