,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,clndr_data
0,1066,N,RB09 - 1,,,2009-04-30 00:00,CA_Base,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|Y)())  (0||Exceptions()(    (0||0(d|39721)())    (0||1(d|39722)())    (0||2(d|39723)())    (0||3(d|39724)())    (0||4(d|39725)())    (0||5(d|39726)())    (0||6(d|39727)())    (0||7(d|39728)())    (0||8(d|39729)())    (0||9(d|39730)())    (0||10(d|39788)())    (0||11(d|39789)())    (0||12(d|39790)())    (0||13(d|39791)())    (0||14(d|39792)())    (0||15(d|39793)())    (0||16(d|39794)())    (0||17(d|40074)())    (0||18(d|40075)())    (0||19(d|40076)())    (0||20(d|40077)())    (0||21(d|40078)())    (0||22(d|40079)())    (0||23(d|40080)())    (0||24(d|40143)())    (0||25(d|40144)())    (0||26(d|40145)())    (0||27(d|40146)())    (0||28(d|40147)())    (0||29(d|40148)())    (0||30(d|40149)())    (0||31(d|40150)())    (0||32(d|40151)())    (0||33(d|40425)())    (0||34(d|40426)())    (0||35(d|40427)())    (0||36(d|40428)())    (0||37(d|40429)())    (0||38(d|40430)())    (0||39(d|40431)())    (0||40(d|40432)())    (0||41(d|40433)())    (0||42(d|40434)())    (0||43(d|40435)())    (0||44(d|40436)())    (0||45(d|40437)())    (0||46(d|40501)())    (0||47(d|40502)())    (0||48(d|40503)())    (0||49(d|40504)())    (0||50(d|40505)())    (0||51(d|40506)())    (0||52(d|40507)())))))
1,1069,N,6days work,,,2009-11-16 00:00,CA_Base,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|Y)())  (0||Exceptions()())))
