,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr
0,15601,,,11,764,109621, ,,,0,0,0,0,CL_End,N,0,,
1,15602,,,,764,109628,(New Expense Item),,,0,0,0,0,CL_Uniform,N,0,,
