,issue_id,obs_id,proj_id,rsrc_id,task_id,thresh_id,thresh_parm_id,track_view_id,wbs_id,add_by_name,issue_name,resolv_date,add_date,priority_type,status_code,base_proj_id,hi_parm_value,issue_value,lo_parm_value,issue_notes
27,2591,565,859,,,,,,10612,Monitor,SPI - Schedule Performance Index (ratio) is 0.1 on WBS: R29BT-modefied-1.T.S2.Jan.129.16.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.1,70,
28,2592,565,859,,,,,,10650,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.16.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,1.02,70,
29,2593,565,859,,,,,,10629,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.16.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.99,70,
30,2594,565,859,,,,,,10601,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S2.Jan.129.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.88,70,
31,2595,565,859,,,,,,10653,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.2.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
32,2596,565,859,,,,,,10613,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.2.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
33,2597,565,859,,,,,,10616,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.2.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
34,2598,565,859,,,,,,10636,Monitor,SPI - Schedule Performance Index (ratio) is 0.7 on WBS: R29BT-modefied-1.T.S2.Jan.129.2.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.75,70,
35,2599,565,859,,,,,,10587,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S2.Jan.129.22,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
36,2600,565,859,,,,,,10641,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.22.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
37,2601,565,859,,,,,,10620,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.22.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
38,2602,565,859,,,,,,10609,Monitor,SPI - Schedule Performance Index (ratio) is 0.1 on WBS: R29BT-modefied-1.T.S2.Jan.129.22.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.1,70,
39,2603,565,859,,,,,,10643,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.22.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
40,2604,565,859,,,,,,10598,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S2.Jan.129.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.92,70,
41,2605,565,859,,,,,,10645,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S2.Jan.129.1.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.86,70,
42,2606,565,859,,,,,,10627,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.1.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
43,2607,565,859,,,,,,10669,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.1.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
44,2608,565,859,,,,,,10694,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S2.Jan.129.1.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
45,2609,565,859,,,,,,10575,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
46,2610,565,859,,,,,,10578,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3.Feb,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
47,2611,565,859,,,,,,10583,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3.Feb.129,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.92,70,
48,2612,565,859,,,,,,10599,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S3.Feb.129.11,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.81,70,
49,2613,565,859,,,,,,10684,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.11.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
50,2614,565,859,,,,,,10637,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.11.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
51,2615,565,859,,,,,,10638,Monitor,SPI - Schedule Performance Index (ratio) is 0.3 on WBS: R29BT-modefied-1.T.S3.Feb.129.11.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.3,70,
52,2616,565,859,,,,,,10639,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.11.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
53,2617,565,859,,,,,,10592,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3.Feb.129.10,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.95,70,
54,2618,565,859,,,,,,10682,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.10.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
55,2619,565,859,,,,,,10680,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3.Feb.129.10.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.87,70,
56,2620,565,859,,,,,,10686,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.10.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
57,2621,565,859,,,,,,10668,Monitor,SPI - Schedule Performance Index (ratio) is 0.6 on WBS: R29BT-modefied-1.T.S3.Feb.129.10.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.59,70,
58,2622,565,859,,,,,,10594,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.18,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
59,2623,565,859,,,,,,10690,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.18.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
60,2624,565,859,,,,,,10651,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.18.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
61,2625,565,859,,,,,,10654,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.18.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
62,2626,565,859,,,,,,10619,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.18.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
63,2627,565,859,,,,,,10596,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S3.Feb.129.9,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.88,70,
64,2628,565,859,,,,,,10657,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.9.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
65,2629,565,859,,,,,,10658,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.9.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
66,2630,565,859,,,,,,10661,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.9.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
67,2631,565,859,,,,,,10621,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S3.Feb.129.9.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.78,70,
68,2632,565,859,,,,,,10591,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.14,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.98,70,
69,2633,565,859,,,,,,10623,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.14.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
70,2634,565,859,,,,,,10665,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.14.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.99,70,
71,2635,565,859,,,,,,10666,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S3.Feb.129.14.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.84,70,
72,2636,565,859,,,,,,10667,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.14.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.98,70,
73,2637,565,859,,,,,,10593,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S3.Feb.129.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.85,70,
74,2638,565,859,,,,,,10630,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.4.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
75,2639,565,859,,,,,,10631,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.4.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
76,2640,565,859,,,,,,10634,Monitor,SPI - Schedule Performance Index (ratio) is 0.5 on WBS: R29BT-modefied-1.T.S3.Feb.129.4.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.5,70,
77,2641,565,859,,,,,,10676,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.4.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
78,2642,565,859,,,,,,10590,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.17,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
79,2643,565,859,,,,,,10678,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.17.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
80,2644,565,859,,,,,,10660,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.17.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
81,2645,565,859,,,,,,10611,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.17.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
82,2646,565,859,,,,,,10642,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S3.Feb.129.17.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
83,2647,565,859,,,,,,10576,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
84,2648,565,859,,,,,,10579,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4.Mar,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
85,2649,565,859,,,,,,10584,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4.Mar.129,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.94,70,
86,2650,565,859,,,,,,10595,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
87,2651,565,859,,,,,,10647,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.3.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
88,2652,565,859,,,,,,10626,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.3.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
89,2653,565,859,,,,,,10649,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.3.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
90,2654,565,859,,,,,,10652,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.3.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
91,2655,565,859,,,,,,10606,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4.Mar.129.7,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.87,70,
92,2656,565,859,,,,,,10689,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4.Mar.129.7.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.9,70,
93,2657,565,859,,,,,,10655,Monitor,SPI - Schedule Performance Index (ratio) is 0.5 on WBS: R29BT-modefied-1.T.S4.Mar.129.7.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.5,70,
94,2658,565,859,,,,,,10656,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.7.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
95,2659,565,859,,,,,,10659,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S4.Mar.129.7.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.87,70,
96,2660,565,859,,,,,,10588,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.8,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.99,70,
97,2661,565,859,,,,,,10683,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.8.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
98,2662,565,859,,,,,,10662,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.8.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.99,70,
99,2663,565,859,,,,,,10622,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.8.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
100,2664,565,859,,,,,,10664,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S4.Mar.129.8.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
101,2665,565,859,,,,,,10574,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.97,70,
102,2666,565,859,,,,,,10580,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.97,70,
103,2667,565,859,,,,,,10582,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S5.Apr.129,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.9,70,
104,2668,565,859,,,,,,10600,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.20,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
105,2669,565,859,,,,,,10671,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.20.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
106,2670,565,859,,,,,,10672,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.20.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
107,2671,565,859,,,,,,10673,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.20.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
108,2672,565,859,,,,,,10633,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.20.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
109,2673,565,859,,,,,,10589,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.19,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.95,70,
110,2674,565,859,,,,,,10681,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.19.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
111,2675,565,859,,,,,,10663,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.19.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.95,70,
112,2676,565,859,,,,,,10675,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.19.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
113,2677,565,859,,,,,,10640,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.19.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
114,2678,565,859,,,,,,10605,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S5.Apr.129.12,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.85,70,
115,2679,565,859,,,,,,10693,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.12.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
116,2680,565,859,,,,,,10688,Monitor,SPI - Schedule Performance Index (ratio) is 0.5 on WBS: R29BT-modefied-1.T.S5.Apr.129.12.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.5,70,
117,2681,565,859,,,,,,10648,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S5.Apr.129.12.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.78,70,
118,2682,565,859,,,,,,10685,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.12.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
119,2683,565,859,,,,,,10603,Monitor,SPI - Schedule Performance Index (ratio) is 0.9 on WBS: R29BT-modefied-1.T.S5.Apr.129.13,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.9,70,
120,2684,565,859,,,,,,10687,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.13.4,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
121,2685,565,859,,,,,,10674,Monitor,SPI - Schedule Performance Index (ratio) is 1.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.13.1,,2010-04-18 00:00,PT_Normal,IS_Open,,,1,70,
122,2686,565,859,,,,,,10692,Monitor,SPI - Schedule Performance Index (ratio) is 0.0 on WBS: R29BT-modefied-1.T.S5.Apr.129.13.3,,2010-04-18 00:00,PT_Normal,IS_Open,,,0,70,
123,2687,565,859,,,,,,10691,Monitor,SPI - Schedule Performance Index (ratio) is 0.8 on WBS: R29BT-modefied-1.T.S5.Apr.129.13.2,,2010-04-18 00:00,PT_Normal,IS_Open,,,0.84,70,
