,thresh_id,proj_id,obs_id,thresh_parm_id,status_code,priority_type,thresh_type,wbs_id,track_view_id,lo_parm_value,hi_parm_value,window_start,window_end,issue_cnt
0,546,859,565,17,TS_Enable,PT_High,TM_Task,10571,,-8,,DD,dd+2M,
