,actv_code_type_id,actv_short_len,seq_num,actv_code_type,proj_id,wbs_id,actv_code_type_scope
0,7951,7,0,MEP,1594,,AS_Project
1,7952,7,100,CIVIL,1594,,AS_Project
2,7953,7,200,ARCH,1594,,AS_Project
