,thresh_id,proj_id,obs_id,thresh_parm_id,status_code,priority_type,thresh_type,wbs_id,track_view_id,lo_parm_value,hi_parm_value,window_start,window_end,issue_cnt
0,1047,8788,540,6,TS_Enable,PT_Normal,TM_WBS,40629,,,,,,
1,1048,8788,540,6,TS_Enable,PT_Normal,TM_WBS,40629,,,,,,
2,1049,8788,540,6,TS_Enable,PT_Normal,TM_WBS,40629,,,,,,
3,1050,8788,540,6,TS_Enable,PT_Normal,TM_WBS,40629,,,,,,
