,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,day_hr_cnt,week_hr_cnt,month_hr_cnt,year_hr_cnt,clndr_data
0,4297,N,Company Calendar,,,2011-06-09 00:00,CA_Base,8,40,172,2000,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|Y)())  (0||Exceptions()(    (0||0(d|39011)())    (0||1(d|39012)())    (0||2(d|39013)())    (0||3(d|39014)())    (0||4(d|39015)())    (0||5(d|39016)())    (0||6(d|39018)(      (0||0(s|08:00|f|16:00)())))    (0||7(d|39019)(      (0||0(s|08:00|f|16:00)())))    (0||8(d|39020)(      (0||0(s|08:00|f|16:00)())))    (0||9(d|39021)(      (0||0(s|08:00|f|16:00)())))    (0||10(d|39022)(      (0||0(s|08:00|f|16:00)())))    (0||11(d|39023)(      (0||0(s|08:00|f|16:00)())))    (0||12(d|39077)())    (0||13(d|39078)())    (0||14(d|39079)())    (0||15(d|39081)())    (0||16(d|39082)())    (0||17(d|39083)())    (0||18(d|39084)())    (0||19(d|39085)())    (0||20(d|39086)())    (0||21(d|39364)())    (0||22(d|39365)())    (0||23(d|39366)())    (0||24(d|39368)())    (0||25(d|39369)())    (0||26(d|39370)())    (0||27(d|39371)())    (0||28(d|39372)())    (0||29(d|39373)())    (0||30(d|39434)())    (0||31(d|39435)())    (0||32(d|39436)())    (0||33(d|39438)())    (0||34(d|39439)())    (0||35(d|39440)())    (0||36(d|39441)())    (0||37(d|39442)())    (0||38(d|39443)())    (0||39(d|39718)())    (0||40(d|39719)())    (0||41(d|39720)())    (0||42(d|39721)())    (0||43(d|39722)())    (0||44(d|39723)())    (0||45(d|39725)())    (0||46(d|39726)())    (0||47(d|39727)())    (0||48(d|39728)())    (0||49(d|39729)())    (0||50(d|39730)())    (0||51(d|39788)())    (0||52(d|39789)())    (0||53(d|39790)())    (0||54(d|39791)())    (0||55(d|39792)())    (0||56(d|39793)())    (0||57(d|39795)())    (0||58(d|39796)())    (0||59(d|39797)())    (0||60(d|39798)())    (0||61(d|39799)())    (0||62(d|39800)())    (0||63(d|40075)())    (0||64(d|40076)())    (0||65(d|40077)())    (0||66(d|40078)())    (0||67(d|40079)())    (0||68(d|40080)())    (0||69(d|40082)())    (0||70(d|40083)())    (0||71(d|40084)())    (0||72(d|40085)())    (0||73(d|40086)())    (0||74(d|40087)())    (0||75(d|40141)())    (0||76(d|40142)())    (0||77(d|40143)())    (0||78(d|40145)())    (0||79(d|40146)())    (0||80(d|40147)())    (0||81(d|40148)())    (0||82(d|40149)())    (0||83(d|40150)())    (0||84(d|40428)())    (0||85(d|40429)())    (0||86(d|40430)())    (0||87(d|40432)())    (0||88(d|40433)())    (0||89(d|40434)())    (0||90(d|40435)())    (0||91(d|40436)())    (0||92(d|40437)())    (0||93(d|40495)())    (0||94(d|40496)())    (0||95(d|40497)())    (0||96(d|40498)())    (0||97(d|40499)())    (0||98(d|40500)())    (0||99(d|40502)())    (0||100(d|40503)())    (0||101(d|40504)())    (0||102(d|40505)())    (0||103(d|40506)())    (0||104(d|40507)())    (0||105(d|40782)())    (0||106(d|40783)())    (0||107(d|40784)())    (0||108(d|40785)())    (0||109(d|40786)())    (0||110(d|40787)())    (0||111(d|40789)())    (0||112(d|40790)())    (0||113(d|40791)())    (0||114(d|40792)())    (0||115(d|40793)())    (0||116(d|40794)())    (0||117(d|40852)())    (0||118(d|40853)())    (0||119(d|40854)())    (0||120(d|40855)())    (0||121(d|40856)())    (0||122(d|40857)())    (0||123(d|40859)())    (0||124(d|40860)())    (0||125(d|40861)())    (0||126(d|40862)())    (0||127(d|40863)())    (0||128(d|40864)())    (0||129(d|41139)())    (0||130(d|41140)())    (0||131(d|41141)())    (0||132(d|41142)())    (0||133(d|41143)())    (0||134(d|41144)())    (0||135(d|41146)())    (0||136(d|41147)())    (0||137(d|41148)())    (0||138(d|41149)())    (0||139(d|41150)())    (0||140(d|41151)())    (0||141(d|41202)())    (0||142(d|41203)())    (0||143(d|41204)())    (0||144(d|41205)())    (0||145(d|41206)())    (0||146(d|41207)())    (0||147(d|41209)())    (0||148(d|41210)())    (0||149(d|41211)())    (0||150(d|41212)())    (0||151(d|41213)())    (0||152(d|41214)())    (0||153(d|41489)())    (0||154(d|41490)())    (0||155(d|41491)())    (0||156(d|41492)())    (0||157(d|41493)())    (0||158(d|41494)())    (0||159(d|41496)())    (0||160(d|41497)())    (0||161(d|41498)())    (0||162(d|41499)())    (0||163(d|41500)())    (0||164(d|41501)())    (0||165(d|41559)())    (0||166(d|41560)())    (0||167(d|41561)())    (0||168(d|41562)())    (0||169(d|41563)())    (0||170(d|41564)())    (0||171(d|41566)())    (0||172(d|41567)())    (0||173(d|41568)())    (0||174(d|41569)())    (0||175(d|41570)())    (0||176(d|41571)())))))
1,4347,N,Root Steel Calendar,3614,4297,,CA_Project,8,40,172,2000,(0||CalendarData()(  (0||DaysOfWeek()(    (0||1()(      (0||0(s|08:00|f|16:00)())))    (0||2()(      (0||0(s|08:00|f|16:00)())))    (0||3()(      (0||0(s|08:00|f|16:00)())))    (0||4()(      (0||0(s|08:00|f|16:00)())))    (0||5()(      (0||0(s|08:00|f|16:00)())))    (0||6()())    (0||7()(      (0||0(s|08:00|f|16:00)())))))  (0||VIEW(ShowTotal|Y)())  (0||Exceptions()(    (0||0(d|39011)())    (0||1(d|39012)())    (0||2(d|39013)())    (0||3(d|39014)())    (0||4(d|39015)())    (0||5(d|39016)())    (0||6(d|39018)(      (0||0(s|08:00|f|16:00)())))    (0||7(d|39019)(      (0||0(s|08:00|f|16:00)())))    (0||8(d|39020)(      (0||0(s|08:00|f|16:00)())))    (0||9(d|39021)(      (0||0(s|08:00|f|16:00)())))    (0||10(d|39022)(      (0||0(s|08:00|f|16:00)())))    (0||11(d|39023)(      (0||0(s|08:00|f|16:00)())))    (0||12(d|39077)())    (0||13(d|39078)())    (0||14(d|39079)())    (0||15(d|39081)())    (0||16(d|39082)())    (0||17(d|39083)())    (0||18(d|39084)())    (0||19(d|39085)())    (0||20(d|39086)())    (0||21(d|39364)())    (0||22(d|39365)())    (0||23(d|39366)())    (0||24(d|39368)())    (0||25(d|39369)())    (0||26(d|39370)())    (0||27(d|39371)())    (0||28(d|39372)())    (0||29(d|39373)())    (0||30(d|39434)())    (0||31(d|39435)())    (0||32(d|39436)())    (0||33(d|39438)())    (0||34(d|39439)())    (0||35(d|39440)())    (0||36(d|39441)())    (0||37(d|39442)())    (0||38(d|39443)())    (0||39(d|39718)())    (0||40(d|39719)())    (0||41(d|39720)())    (0||42(d|39721)())    (0||43(d|39722)())    (0||44(d|39723)())    (0||45(d|39725)())    (0||46(d|39726)())    (0||47(d|39727)())    (0||48(d|39728)())    (0||49(d|39729)())    (0||50(d|39730)())    (0||51(d|39788)())    (0||52(d|39789)())    (0||53(d|39790)())    (0||54(d|39791)())    (0||55(d|39792)())    (0||56(d|39793)())    (0||57(d|39795)())    (0||58(d|39796)())    (0||59(d|39797)())    (0||60(d|39798)())    (0||61(d|39799)())    (0||62(d|39800)())    (0||63(d|40075)())    (0||64(d|40076)())    (0||65(d|40077)())    (0||66(d|40078)())    (0||67(d|40079)())    (0||68(d|40080)())    (0||69(d|40082)())    (0||70(d|40083)())    (0||71(d|40084)())    (0||72(d|40085)())    (0||73(d|40086)())    (0||74(d|40087)())    (0||75(d|40141)())    (0||76(d|40142)())    (0||77(d|40143)())    (0||78(d|40145)())    (0||79(d|40146)())    (0||80(d|40147)())    (0||81(d|40148)())    (0||82(d|40149)())    (0||83(d|40150)())    (0||84(d|40428)())    (0||85(d|40429)())    (0||86(d|40430)())    (0||87(d|40432)())    (0||88(d|40433)())    (0||89(d|40434)())    (0||90(d|40435)())    (0||91(d|40436)())    (0||92(d|40437)())    (0||93(d|40495)())    (0||94(d|40496)())    (0||95(d|40497)())    (0||96(d|40498)())    (0||97(d|40499)())    (0||98(d|40500)())    (0||99(d|40502)())    (0||100(d|40503)())    (0||101(d|40504)())    (0||102(d|40505)())    (0||103(d|40506)())    (0||104(d|40507)())    (0||105(d|40782)())    (0||106(d|40783)())    (0||107(d|40784)())    (0||108(d|40785)())    (0||109(d|40786)())    (0||110(d|40787)())    (0||111(d|40789)())    (0||112(d|40790)())    (0||113(d|40791)())    (0||114(d|40792)())    (0||115(d|40793)())    (0||116(d|40794)())    (0||117(d|40852)())    (0||118(d|40853)())    (0||119(d|40854)())    (0||120(d|40855)())    (0||121(d|40856)())    (0||122(d|40857)())    (0||123(d|40859)())    (0||124(d|40860)())    (0||125(d|40861)())    (0||126(d|40862)())    (0||127(d|40863)())    (0||128(d|40864)())    (0||129(d|41139)())    (0||130(d|41140)())    (0||131(d|41141)())    (0||132(d|41142)())    (0||133(d|41143)())    (0||134(d|41144)())    (0||135(d|41146)())    (0||136(d|41147)())    (0||137(d|41148)())    (0||138(d|41149)())    (0||139(d|41150)())    (0||140(d|41151)())    (0||141(d|41202)())    (0||142(d|41203)())    (0||143(d|41204)())    (0||144(d|41205)())    (0||145(d|41206)())    (0||146(d|41207)())    (0||147(d|41209)())    (0||148(d|41210)())    (0||149(d|41211)())    (0||150(d|41212)())    (0||151(d|41213)())    (0||152(d|41214)())    (0||153(d|41489)())    (0||154(d|41490)())    (0||155(d|41491)())    (0||156(d|41492)())    (0||157(d|41493)())    (0||158(d|41494)())    (0||159(d|41496)())    (0||160(d|41497)())    (0||161(d|41498)())    (0||162(d|41499)())    (0||163(d|41500)())    (0||164(d|41501)())    (0||165(d|41559)())    (0||166(d|41560)())    (0||167(d|41561)())    (0||168(d|41562)())    (0||169(d|41563)())    (0||170(d|41564)())    (0||171(d|41566)())    (0||172(d|41567)())    (0||173(d|41568)())    (0||174(d|41569)())    (0||175(d|41570)())    (0||176(d|41571)())))))
