,rsrc_id,role_id,skill_level,role_short_name,role_name,rsrc_short_name,rsrc_name,rsrc_type,rsrc_role_id
0,1327,332,3,DSI,Drake & Scull,PFF,Pipe Fitter - FF,RT_Labor,332
1,1329,332,3,DSI,Drake & Scull,DUC,Ductman,RT_Labor,332
2,1330,332,3,DSI,Drake & Scull,ELE,Electrician,RT_Labor,332
3,1332,332,3,DSI,Drake & Scull,PLU,Plumber,RT_Labor,332
4,1333,332,3,DSI,Drake & Scull,PFC,Pipe Fitter - CHW,RT_Labor,332
5,1334,332,3,DSI,Drake & Scull,INSU,Insulator,RT_Labor,332
